Country	ISO3	ISO2	Continent	Region	Capital_Latitude_Deg	Capital_Longitude_Deg	Land_Area_SqKm	Population_2024_Ref_Millions	GDP_2024_Ref_USD_Billions	Population_Year_Millions	Year	Fossil_Share_Of_Energy_Index	Energy_Intensity_Index	Temperature_Anomaly_C	Annual_Mean_Temp_C	Summer_Mean_Temp_C	Winter_Mean_Temp_C	Annual_Max_Temp_C	Annual_Min_Temp_C	Heatwave_Days	Frost_Days	CO2_Emissions_Total_Mt	CO2_Per_Capita_Tons	Methane_Emissions_MtCO2e	N2O_Emissions_MtCO2e	CO2_Energy_Sector_Mt	CO2_Transportation_Mt	CO2_Industrial_Mt	CO2_Residential_Mt	Renewable_Energy_Share_Pct	Coal_Consumption_Mtoe	Oil_Consumption_Mtoe	Gas_Consumption_Mtoe	Electricity_Consumption_TWh	Solar_Installed_Capacity_GW	Wind_Installed_Capacity_GW	Hydropower_Installed_Capacity_GW	Forest_Area_Pct_Of_Land	Forest_Area_SqKm	Forest_Loss_Annual_SqKm	Deforestation_Rate_Pct_Per_Yr	Reforestation_Annual_SqKm	Tree_Cover_Net_Change_Pct_Per_Yr	Annual_Rainfall_mm	Drought_Index_0to100	Water_Avail_CumM3PerCapita	Freshwater_Withdrawal_Pct_Of_Avail	Groundwater_Level_Index	Crop_Yield_Index	Soil_Moisture_Pct	Irrigated_Area_Pct_Of_AgriLand	Agri_Emissions_MtCO2e	Food_Production_Index	Sea_Level_Rise_Cumulative_mm	Ocean_Heat_Content_Index	Ocean_pH	Coastal_Flood_Risk_Index_0to100	PM2_5_Annual_Mean_ug_m3	PM10_Annual_Mean_ug_m3	Air_Quality_Index	Ozone_Annual_Mean_ug_m3	NO2_Annual_Mean_ug_m3	Hurricanes	Cyclones	Flood_Events_Count	Wildfires	Landslides	Tornadoes	Storms	Drought_Events_Count	Endangered_Species_Count	Habitat_Loss_Index_0to100	Coral_Bleaching_Index_0to100	Wildlife_Population_Index	GDP_Current_USD_Billions	GDP_Loss_Climate_Pct	Climate_Damage_Cost_USD_Billions	Agricultural_Loss_USD_Billions	Disaster_Insurance_Loss_USD_Billions	Heat_Related_Deaths	Heat_Related_Deaths_Per_Million	Respiratory_Disease_Rate_Per100k	Climate_Displaced_Persons_Thousands	Food_Insecurity_Index_0to100	Climate_Policy_Score_0to100	Net_Zero_Target	Carbon_Tax_USD_Per_TonCO2	Protected_Area_Pct_Of_Land	Environmental_Performance_Index	SDG_Climate_Score_0to100	ESG_Score	Green_Investment_USD_Billions	Recycling_Rate_Pct
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	7.563	1991	0.753596101	0.599657287	0.141	8.33	17.4	-0.99	25.64	-9.47	20	91	0.158	20.909	0.575	0.182	0.079	0.033	0.039	0.007	3.13	8.582	7.49	10.715	33.59	0	0	0.21	25.53	23750	11.53	0.049	2.53	-0.0097	1145.4	24.6	17430.4	22.23	94.1	95.6	53.4	35.5	0.219	79.4	3.12	4.49	8.103	12.3			95.3	29.34	30.18	0	0	0	1	1	0	2	0	101	0		97.5	75.152	0.796	0.598	0.3648		15.2	2.01	521.7	0.3	39.7	26.4	0	0	7.13	41.4	43.4		0	1.2
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	7.638	1992	0.753596101	0.599657287	0.071	9.2	18.32	-0.22	24.97	-8.65	13	92	0.154	20.263	0.61	0.177	0.07	0.038	0.039	0.007	0.5	5.746	12.376	8.656	32.34	0	0	0.178	30.69	28550.3	16.02	0.056	1.64	-0.0155	1183.3	39.4	17372.8	25.76	99	84.3	38.1	56.8	0.209	73.6	1.51	2.82	8.0951	6.2	38.07		88.5	38.81	34.78	0	0	0	1		0	1	1	113	0		93.9	72.353	1.425	1.031	0.4507		10.9	1.427	554.9	0.34	43.8	12.3	0	0	8.78	47.6	45.7	31.6	0	0
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	7.713	1993	0.753596101	0.599657287	0.09	8.37	17.98	-0.97	23.12	-8.03	14	86	0.157	20.575	0.704	0.202	0.076	0.035	0.039	0.007	6.91	7.466	13.888	6.018	32.85	0	0	0.184	29.19	27154.9	7.46	0.027	1.79	-0.0061	1136.5	26.6	17315.5	20.74	102.5	90.7	41.9	34.6	0.228	73	12.21	1.84	8.1036	12.5		57.55	77.1	40.14	31.43	0	0	0	0	0	1	0	0	107	0		103.5	81.274	1.31	1.065	0.4178	0.2441	13.2	1.711	584	0.05	40.5	13.4	0	0	12.28	34.8	46		0	7.2
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	7.788	1994	0.753596101	0.599657287	0.06	9.56	19.31	0.14	25.73	-8.22	12	91	0.157	20.365	0.634	0.198	0.075	0.035	0.04	0.007	1.77	7.338	10.779	9.375	35.67	0	0	0.178	27.97	26019.9	7.84	0.03	2.74	-0.0055	1109.1	24.8	17258.6	22.82	103.5	98.8	44.5	32.6	0.231	93.3	10.24	3.6	8.0917	10.4			98.6	60.49	28.53	0	0	2	0	0	1	0	0	111	0		95.4	83.415	0.304	0.254	0.3981		10.9	1.4	612	0.31	49.7	11.6	0	0	18.52	39.8	46.4	39.5	0	13.3
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	7.862	1995	0.753596101	0.599657287	0.102	8.73	18.8	0.82	22.87	-6.12	15	80	0.171	22.044	0.575	0.184	0.077	0.041	0.045	0.008	3.76	7.269	12.725	7.794	33.72	0	0	0.208	35.45	32978.4	7.55	0.023	1.66	-0.0063	929.3	29.6	17202.1	26.21	99.3	96.6	45.1	31.8	0.212	90.3	17.79	2.83	8.0904	14.7	43.31		102.3	35.45	28.93	0	0	2	2	0	0	2	0	112	4.4		95.7	94.716	0.466	0.441	0.4901		10.3	1.31	594.7	0.29	44.9	10.9	0	0	5.29	37.5	31		0	0
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	7.937	1996	0.753596101	0.599657287	0.181	8.53		-0.47	26.35	-7.2	20	84	0.162	20.711	0.566	0.197	0.075	0.037	0.043	0.007	9.42	3.309	12.534	11.737	36.82	0	0	0.194	29.62	27554.9	10.71	0.039	1.53	-0.0099	1036.9		17145.9	27.36	100	91.2	40.7	38.2	0.232	77.5	21.94	6.68	8.0937	16.7	37.31	64.57	87.2	32.1	32.71	0	0	1	2	0	0	0	0	118	6.2		95.6	92.186	0.55	0.507	0.5164	0.5195	13.5	1.701	495.3	0.37	48.1	24.9	0	0	17.64	40.6	36.1	40.6	0	7.7
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.012	1997	0.753596101	0.599657287	0.22	9.61	18.94	0.57	27.23	-3.83	19	88	0.189	24.001	0.642	0.207	0.094	0.042	0.044	0.009	5.15	4.165	15.585	8.256	39.05	0	0	0.224	33.61	31266.7		0.03	1.95	-0.0081	1209.2	44.5	17090.1	25.74	95.9	95	33.1	43.2	0.226	91.1	20.96	5.61	8.0855	15.8	40.95	64.71	100.3	42.81	32.77	0	0	0	2	0	0	3	0	126	0		99.8	103.019	1.089	1.122	0.6454	0.8516	18.3	2.284	654.2	0.39	56.8	19.1	0	0	9.63	39.5	43.5	27.6	0	4.6
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.087	1998	0.753596101	0.599657287	0.285	8.38	17.34	-1.9	24.43	-8.93		91	0.172	21.747	0.556	0.211	0.078		0.05	0.008	8.64	6.136	12.289	10.011	36.41	0	0	0.206	26.28	24447.8	11.82	0.048	2.09	-0.0105	1146.1	58.5	17034.7	28.27		85.7	33	43.1	0.206	80.9	25.36	8.59	8.0897	15.9	45.12	71.87	106.3	39.03	27.46	0	0	1	1	0	0	0	0	128	9.3		94.4	107.537	0.83	0.893	0.8091	0.6347	18.5	2.288	611.3	0.26	62.2	11.3	0	0	7.8	35.8	45.9	23.6	0	2.3
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.162	1999	0.753596101	0.599657287	0.365	7.89	17.82	-0.9	25.72	-8.48	22	87	0.18	22.558	0.708	0.202	0.084	0.045	0.043	0.008	7.68	6.325	12.664	9.731	38.25	0	0	0.219	26.17	24345.4	11.61	0.048	2.36	-0.0099	1002.2	35.1	16979.6	20.31	100.1	85.5		39.2	0.218	84	28.46	8.19	8.0851	20.1	45.39	72.25	104.5	43.88	30.9	0	0	1	3	1	0	1	1	125	8		86.9	110.624	0.588	0.65	0.6518	1.0027	20.8	2.548	575.7	0.35	47.5	30.5	0	0	0.19	36.9	38.7	36.4	0	6
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.237	2000	0.753596101	0.599657287	0.308	9.06	17.5	-0.15	23.07	-4.71	20	81	0.208	25.867	0.573	0.212	0.098	0.048	0.053	0.01	8.52	6.169	12.802	10.007	37.56	0	0	0.227	33.36	31034.1	12.71	0.041	2.17	-0.0113	1100.7	49.8	16924.9	13.52	100.4	86.3	46.6	42.1	0.232	81.2	30.97	7.84	8.0821	17.7	41.29	65.41	88.7	35.28	37.78	0	0	3	3	1	0	0	0	113	7.8		91.1	114.921	0.452	0.519	0.7926	0.5836	19.7	2.392	496.4	0.37	55.5	18.8	0	0	6.67	38.5	48.5	46.3	0	0
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.312	2001	0.753596101	0.599657287	0.314	7.25	17.01	-1.68	22.4	-7.48	22	77	0.199	24.622	0.673	0.2	0.097	0.044	0.049	0.009	8.18	5.166	13.059	10.978	44.94	0	0	0.198	25.36	23591.9	14.89	0.063	2.23	-0.0136	1197.1		16870.6	29.66	104.9	89.9	36.4	42.1	0.253	84.4	36.48	8.96	8.0816	25.9	44.54	66.71	104.2	47.09	30.97	0	0	1	4	0	0	0	1	137	10.2		93.1	119.56	1.252	1.497	0.7581	0.8519	16.6	1.997	601.8	0.8	50.1	15.5	0	0	12.56	43.8	47	38.5	0	12.5
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.387	2002	0.753596101	0.599657287	0.249	8.35	18.74	-0.73	24.85	-5.29	18	78	0.196	24.044	0.599	0.203	0.093	0.041	0.053	0.009	6.72	7.084	15.389	7.024	43.5	0	0	0.205	22.83	21238.3	12.9	0.061	1.48	-0.0123	1076.7	45.7	16816.5	24.15	99.1	92.2	36.6	34.3	0.253	91.8	30.45	6.3	8.0866	4.3	40.12	68.07	94.8	38.24	29.44	0	0	3	2	0	0	1	2	123	7.4		92.9	116.034	1.575	1.828	0.7464	1.3345	16.7	1.991	480.1	0.51	57.6	12.7	0	0	0.85	51.6	50.6	31.6	0	3.5
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.461	2003	0.753596101	0.599657287	0.275	8.31	17.59	-1.6	25.71	-9.12	17	81	0.199	24.273	0.678	0.214	0.095	0.038	0.057	0.009	12.16	7.696	12.662	9.461	40.47	0	0.001	0.24	28.97	26950.2	8.61	0.032	1.97	-0.0071	1068.8	33.8	16762.9	23.48	103.7	100.3	48.4	39.4	0.196	95.8	46.05	8.93	8.0779	24.8	43.37	69.11	96.8	38.93	37.22	0	0	2	1	0	1	0	0	135	9.1		96.7	122.575	0.59	0.723	0.6577	0.6478	16.2	1.915	547.8	0.3	49.7	27.5	0	0	7.36	43.8	42.1	45.1	0.0071	12.1
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.536	2004	0.753596101	0.599657287	0.226	8.76	17.63	-0.07	25.54	-7.21	16	88	0.222	26.908	0.641	0.197	0.104	0.044	0.063	0.011	10.9		14.604	8.991	47.32	0	0.003	0.23	27.25	25350.1	11.55	0.046	2.36	-0.0099	1021.7	43.4	16709.5	23.1	100.4	91.8	36.5	37.7	0.211	93.6	46.59	5.09	8.0779	20.6	41.65	70.28	95.5	44.36	36.02	0	0	3	3	1	0	1	2	137	8.2		95.5	125.978	1.329	1.674	0.7916	2.4911	15.6	1.827	548.6	0.4	51.1	18.1	0	0	9.04	54.8	55.1	45.2	0.017	5.7
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.611	2005	0.753596101	0.599657287	0.154	7.83	17.59	-1.57	22.44	-6.14	16	83	0.236	28.432	0.572	0.241	0.121	0.046	0.058	0.011	6.63	7.748	15.173	7.314	47.16	0	0.005	0.222	26.78	24912.9	9.24	0.037	1.71	-0.0081	1109.2	44.2	16656.5	22.5	99.3	100.6	37.3	45.4	0.244	93.6	50.17	1.46	8.0773	21.8	43.04	68.48	96.1	38.17	34.78	0	0	3	3	0	0	0	0	119	7.3		97.2	131.462		1.434	0.8011	0.9765	14	1.626	581.1	0.41	53.1	19.9	0	0	10.31	46.2	40.8	30.9	0.0217	17
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.686	2006	0.753596101	0.599657287	0.228	7.67	17.01	-2.27	21.89	-9.18	19	90	0.231	27.565	0.67	0.219	0.109	0.052	0.06	0.01	8.7	7.284	11.571	11.786	46.87	0	0.009	0.22	24.1	22419.7	8.89	0.04	2.84	-0.0065	1221.8	36.9	16603.9	28.94	102.4	103.7	46.2	37.3	0.243	105.7	49.28	6.75	8.0735	18.3	44.36	66.85	98	39.41	25.67	0	0	3	1	0	0	2	2	125	10.9		92.3	137.026	0.321	0.44	0.765	1.5464	18.6	2.141	595.8	0.47	51	19	0	0	6.8	38.8	37.7	33.4	0.0449	8.3
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.761	2007	0.753596101	0.599657287	0.506	9.6	18.89	0.21	26.06	-5.21	20	86	0.224	26.577	0.677	0.22	0.121	0.043	0.049	0.01	11.43	7.42	11.482	12.007	46.7	0.002	0.012	0.284	28.04	26085.1	10.71	0.041	2.05	-0.0093	1140.4	38.2	16551.6	21.32	97	104.9	47.4	39.3	0.237	105.5	58.05	14.57	8.0706	21.2	41.87	66.95	94.5	35.15	32.29	0	0	1	1	1	0	0	1	121	3.8		94.9	151.441	0.753	1.14		1.1822	16.1	1.838	602	0.48	54.5	6.2	0	0	20.06	42.6	47.8	38.3	0.0381	5.3
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.836	2008	0.753596101	0.599657287	0.487	8.78	18.07	-0.69	25.75	-4.81	18	75	0.231	27.191	0.682	0.197	0.107	0.052	0.06	0.011	13.32	9.133	12.436	9.459	50.09	0.006	0.017	0.259	31.86	29638.7	8.34	0.028	2.94	-0.0058	1101.6	46.7	16499.6	29.37	98.2	97.6	50.7	34.7	0.277	91.7	58.05	12.64	8.0729	21.7	43.41	75.35	91	35.63	35.97	0	0	2	4	1	0	0	1	135	8.6		94.1	136.613	0.613	0.837	0.8663	1.7084	16.2	1.833	559.3	0.22	45.7	18.8	0	0	0.54	43.2	42.3	49.1	0.076	8.9
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.911	2009	0.753596101	0.599657287	0.486	8.71	18.62	0.62	27.38	-3.97	26	87	0.247	28.949	0.651	0.205	0.119	0.054	0.063	0.011	12.55	7.51	9.619	14.419	54.26	0.013	0.02	0.232	28.43	26447.9	12.89	0.049	1.51	-0.0122	1090	36.7	16447.9	30.2	95.1	93	36.1	34.8	0.235	94.1	68.85	12.16	8.0741	22.9	46.46	75.01	109.6	36.86	32.44	0	0	1	1	0	0	1	0	120	7.1		90.7	152.01	0.932	1.417	0.8785	1.1092	19.6	2.2	637	0.41	52.9	22.4	0	7.04	4.46	47.9	42.2	37.8	0.1028	8.8
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	8.986	2010	0.753596101	0.599657287	0.422	7.92	17.02	-1.47	21.84	-8.3	20	78	0.232	27.002	0.677	0.184	0.112	0.05	0.059	0.01	3.41	5.875	14.391	11.371	53.17	0.016	0.029	0.257	21.72	20205.7	15.13	0.075	3.11	-0.0129	1148.1	32.8	16396.5	23.45	97.7	108.8	40.9	34.2	0.224	115.6	68.68	11.85	8.0744	22.3	43.42	66.78	102.6	29.98	30.5	0	0	0	1	1	0	1	4	145	11.6		90.8	146.769	0.997	1.463	0.7773	0.7281	15.9	1.769	627.7	0.62	41.7	24.1	0	0	7.47	45.1	47.2	52	0.1053	16
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	9.06	2011	0.753596101	0.599657287	0.363	8.47	18.81	-0.33	26.91	-5.41	18	85	0.254	29.336	0.637	0.183	0.115	0.058	0.068	0.013	6.2	7	15.431	9.247	50.53	0.023	0.038	0.268	25.12	23368.6	10.48	0.045	1.65	-0.0095	1145	41.6	16345.5	28.91	92.3	104.6	42	28.5	0.31	111	72.2	9.59	8.0586	22.4	45.95	68.73	95.7	45.09	40.18	0	0	0	1	0	1	0	1	118	9.1		89.1	152.438	1.309	1.995	0.9012	0.5379	14.6	1.611	675.8	0.51	47.8	29.3	0	0	5.66	41.8	32.6	50.2	0.0686	13.2
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	9.135	2012	0.753596101	0.599657287	0.52	8.62	17.23	-0.68	23.08	-7.43	22	84	0.235	27.03	0.754	0.207	0.118	0.049	0.058	0.011	7.13	6.203	13.988	11.907	55.17	0.03	0.032	0.245	28.59	26596.7	15.36	0.058	2.94	-0.0134		45.6	16294.8	20.6	98.5	98	44.4	40.4	0.246	95.9	74.42	13.74	8.0659	26.7	40.11	56.82	97.5	39.41	35.94	0	0	0	6	0	0	0	0	121	11.9		91.3	158.646	1.286	2.04	0.9919	2.5977	20.5	2.244	556.9	0.42	45.9	26.7	0	0	7.32	39.5	47.8	38.1	0.0672	11
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	9.21	2013	0.753596101	0.599657287	0.483	9.47	19.03	-0.42	27.63	-9.17	22	79	0.271	31.017	0.609	0.247	0.129	0.06	0.07	0.012	8.74	1.488	15.553	15.9	55.3	0.034	0.03	0.281	25.24	23480.3	10.15	0.043	2.34	-0.0084	1135.2	52.7	16244.4	19.67	97.4	91.2	35.1	44.8	0.235	92.1	81.51	13.9	8.0614	29.9	46.09	75.53	101.8	34.09	38.1	0	0	0	4	0	0	1	0	150	22.6		85.1	169.576	0.424	0.719	1.1791	2.1913	17.1	1.857	595.2	0.5	53.5	26	0	0	3.4	45.2	38.9	46.1	0.1053	9.6
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	9.285	2014	0.753596101	0.599657287	0.622	8.54	17.34	-1.84	26.09	-5.87	20	85	0.29	32.918	0.723	0.19	0.137	0.066	0.074	0.013	15.9	8.576	16.185	7.199	57.13	0.058	0.044	0.294	28.23	26261.8	13.25	0.05	3.13	-0.0109	1307.2	48.4	16194.3	25.8	94.3	96.7	37.1	39.3	0.276	109.6	81.91	17.89	8.0607	18.9	43.84	69.62	106.2	36.99	35.67	0	0	0	6	0	0	1	1	136	10.2		91.3	178.649	1.084	1.937	1.1589	1.8586	27.6	2.972	640.5		44.1	36.8	0	0	15.25	37.6	48.8	45.3	0.1847	8
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	9.36	2015	0.753596101	0.599657287	0.611	8.35	17.2	-0.08	25.17	-5.55	27	80	0.29	32.697	0.587	0.229	0.146	0.052	0.079	0.013	12.76	8.416	10.758	13.459	57.88	0.057	0.06	0.252	32.87	30578.3	7.93	0.026	3.08	-0.0052	1121.6	53.5	16144.5	28.46	97.6	102.6	37.8	34.8	0.268	101.7	84.76	16.9	8.0639	37.1	47.17	71.49	118.4	43.38	29.16	0	0	1	3	1	1	1	5	118	7.1		90.3	170.886	1.021	1.745	1.1526	2.5206	33.6	3.59	689.1	0.38	57.6	19.4	0	0	2.37	43.3	55.9	35.7	0.1984	17.4
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	9.435	2016	0.753596101	0.599657287	0.618	8.41	18.05	-0.71	25.48	-7.86	23	76	0.256	28.739	0.623	0.232	0.135	0.049	0.061	0.011	14.27	5.706	15.164	12.155	60.78	0.058	0.076	0.266	27.02	25136.2	15.36	0.061	1.22	-0.0152	1277	40.8	16095.1	17.09	100.2	104.1	33.4	43.6	0.273	119.7	90.8	14.6	8.0523	38.8	44.51	72.35	110	48.01	25.53	0	0	2	4	0	0	3	1	123	9.1		90	168.981	1.28	2.163	0.9896	3.7504	24.9	2.639	568.2	0.58	51.3	19.4	0	0	10.17	47.4	43.5	36.7	0.2731	8
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	9.51	2017	0.753596101	0.599657287	0.789	8.54	17.4	-1.95	25.38	-7.07	30	80	0.268	29.889	0.794	0.203	0.124	0.06	0.072	0.012	15.76	7.658	13.889	11.36	61.89	0.094	0.072	0.272	21.68	20168.5	16.59	0.082	1.22	-0.0165	1202.8	45.7	16045.9	27.59	90	101	34.7	40.7	0.272	103.9	96.15	20.89	8.0556	39.6	46.67	69.59	102.6	48.59	35.78	0	0	1	0	0	1	1	2	130	9.2		86.1	174.841	0.105	0.184	1.0838	0.6987	22.9	2.408	633.8	0.41	53.3	25.7	0	0	11.5	45.4	42.9	41.3	0.2381	13.2
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	9.585	2018	0.753596101	0.599657287	0.796	9.54	19.09	0.78	28.05	-5.06	26	78	0.283	31.341	0.648	0.231	0.147	0.061	0.062	0.013	19.51	6.301	11.172	16.267	62.56	0.059	0.073	0.311	29.85	27768.9	15.98	0.058	2.4	-0.0146	1032	46	15997	18.32	96.3	104.8	33.7	42.2	0.284	119.6	99.36	22.05	8.0564	34	47.05	71.46	106.1	59.14	31.12	0	0	1	3		1	1	0	126	10.7		82.2	176.634	1.525	2.694	1.0987	1.1859	29.1	3.036	613.3	0.92	54.2	26.7	0	0	6.14	38.2	33.8	46.4	0.2589	18.7
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	9.66	2019	0.753596101	0.599657287	0.731	8.23	16.74	-0.11	25.09	-4.54	30	77	0.276	30.386	0.749	0.235	0.128	0.067	0.068	0.013	24.57	6.361	18.531	8.294	65.54	0.085	0.073	0.254	31.86	29638.7	14.58	0.049	3.15	-0.0123	1106.8	46.4	15948.4	20.97	89.5	97.8	32.3	41.6	0.249	108.6	104.02	19.16	8.0504	24.6	51.05	88.98	112.6	37.54	33.55	0	0	1	3	0	0	3	1	142	15		86.3	185.175	1.415	2.62	1.1692	2.5017	39	4.037	632	0.56	49.7	29.3	0	15.05	8.2	40.6	44.4	41.9	0.153	20
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	9.734	2020	0.753596101	0.599657287	0.911	9.4	18.63	0.19	25.16	-6.4	35	81	0.296	32.375	0.75	0.263	0.144	0.072	0.066	0.014	25.4	6.546	15.229	11.918	61.07	0.11	0.094	0.283	28.82	26810.7	11.91	0.044	2.95	-0.0096	1090.1	56.7	15900.2	23.48	95.6	90.2	31.5	43.6	0.262	97	107.39	26.17	8.0513	31.7	46.83	83.05	108.7	44.5	33.32	0	0	2	1	0	0	1	1	123	16.8		83.5	197.09	1.795	3.538	1.4315	2.2234	30.5	3.133	603.4	0.27	44.2	21.9	0	0	18.68	42.3	43.8	57.8	0.3457	14.5
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	9.809	2021	0.753596101	0.599657287	1.027	8.6	18.06	0.46	24.07	-5.8	30	76	0.253	27.576	0.667	0.223	0.13	0.045	0.067	0.011	23.47	4.032	18.286	12.092	64.24	0.143	0.107	0.254	25.48	23703.5	9.62	0.041	2.37	-0.0078	1341.9	55	15852.2	25.47	95.2	95.5	35.7	40.3	0.32	104.1	111.24	30.49	8.0475	40.8	48.85	71.53	113.3	41.73	33.19	0	0	1	4	1	1	0	2	147	17		80.8	207.623	0.651	1.352	1.4502	1.4416	22.9	2.335	694.7	0.83	54.9	29.3	0	0	4.99	48.8	46.3	46.8	0.2201	7
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	9.884	2022	0.753596101	0.599657287	1.086	10.02	18.31	1.19	25.16	-6.11	33	66	0.263	28.424	0.729	0.232	0.119	0.064	0.069	0.012	25.1	4.497	17.119	13.022	65.41	0.131	0.119	0.266	29.75	27675.8	14.87	0.054	1.33	-0.0146	1104.9	56.8	15804.5	24.38	94.9	93.4	36.4	42.7	0.311	109.9	121.03	29.95	8.0546	51.8	45.99	68.39	103.9	39.81	28.64	0	0	1	9	0	0	1	2	140	18.3		83.1	198.552	1.351	2.682	1.4244	2.2147	30.5	3.086	589	1.31	53.1	25.8	0	0	8.36	52.6	45.5	42.3	0.3372	26
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	9.959	2023	0.753596101	0.599657287	1.057	10.29	19.26	1.51	26.33	-3.64	33	87	0.283	30.379	0.671	0.21	0.138	0.063	0.069	0.013	27	5.329	17.857	11.292	68.2	0.143	0.104	0.301	32.2	29955	16.17	0.054	2.25	-0.015	1188.9	55.3	15757.1	28.87	93.2	104.4	33.6	44.4	0.364	119.7	119.66	28.88	8.0529	44.8	47.28	69.63	105.5	49.87	34.3	0	0	1	3	1	0	2	2	127	18.8		80.3	203.305	1.157	2.352	1.3969	3.0646	30.7	3.083	611.1	0.57	55.1	34.3	0	0	8.57	43.6	41.3	57.8	0.1741	11
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	10.034	2024	0.753596101	0.599657287	1.013	9.12	19.22	0.08	26.86	-5.64	33	77	0.263	28.124	0.783	0.209	0.12	0.063	0.068	0.013	27.36	4.884	17.062	13.044	71.05	0.189	0.12	0.293	24.67	22950	12.95	0.056	1.76	-0.012	975.1	59	15709.9	26.38	98.2	95.9	36.1	37.4	0.247	108.3	126.34	27.07	8.039	49.8	42.75	67.76	102.8	48.06	30.18	0	0	2	6	1	0	4	1	132	13.4		80.9	212.104	1.433	3.039	1.5384	4.4785	39.4	3.927	615.9	1.28	74.1	27.4	0	0	4.69	39.8	45.1	43.3	0.4013	15
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	10.109	2025	0.753596101	0.599657287	1.008	10.12	18.9	1.46	24.38	-6.77	29	69	0.254	26.953	0.767	0.186	0.123	0.049	0.07	0.012	29.86	6.192	16.224	12.352	74.22	0.188	0.109	0.279	25.72	23926.8	13.34	0.056	1.74	-0.0125	1089.2	64.4	15663.1	18.38	97.9	91.7	30.9	44.7	0.299	106.5	129.69	27.61	8.0511	47.3	50.66	82.36	114.1	56.24	35.65	0	0	2	3	0	1	0	3	142	18.2		78.1	228.347	1.651	3.77	1.7713	1.6512	32.7	3.235	607.3	1.2	55.5	34.1	0	0	5.75	53.2	46.2	47.2	0.3774	11
Iceland	ISL	IS	Europe	Northern Europe	64.96	-19.02	103000	0.4	31	0.312	1990	0.305297862	0.801941959	-0.054	-1.24	11.77	-13.23	17.84	-20.42	2	136	0.004	13.774	0.05	0.02	0.001	0.001	0.001	0.001	6.18	5.922	6.573	7.432	1.83	0	0	0.078	39.15	40324.5	15.1	0.037	2.79	-0.012	825.5	30	18067.8	30.2	102.8	83	45	48	0.01	69.5	0	-2.74	8.1002	1.9	24	41.24		33.58	23.78	0	0	1	0	2	0	1	0	146	4.4		97.5	9.734	0.315	0.031	0.0546	0.0852	0.2	0.641	417.5	0	36.7	22.9	0	0	17.82	57.9	54.3		0	17.3
